id,name,age,number,position,photo,team_id
284492,L. Hall,19,67.0,Midfielder,https://media-3.api-sports.io/football/players/284492.png,49
1465,P. Aubameyang,34,9.0,Attacker,https://media-1.api-sports.io/football/players/1465.png,49
583,João Félix,24,11.0,Attacker,https://media-2.api-sports.io/football/players/583.png,49
645,R. Sterling,29,17.0,Attacker,https://media-3.api-sports.io/football/players/645.png,49
138822,A. Broja,22,18.0,Attacker,https://media-1.api-sports.io/football/players/138822.png,49
291476,D. Fofana,21,27.0,Attacker,https://media-1.api-sports.io/football/players/291476.png,49
136723,N. Madueke,21,31.0,Attacker,https://media-3.api-sports.io/football/players/136723.png,49
25004,S. Ortega,31,18.0,Goalkeeper,https://media-2.api-sports.io/football/players/25004.png,50
617,Ederson,30,31.0,Goalkeeper,https://media-3.api-sports.io/football/players/617.png,50
19197,S. Carson,38,33.0,Goalkeeper,https://media-3.api-sports.io/football/players/19197.png,50
627,K. Walker,33,2.0,Defender,https://media-3.api-sports.io/football/players/627.png,50
567,Rúben Dias,26,3.0,Defender,https://media-2.api-sports.io/football/players/567.png,50
626,J. Stones,29,5.0,Defender,https://media-3.api-sports.io/football/players/626.png,50
18861,N. Aké,28,6.0,Defender,https://media-1.api-sports.io/football/players/18861.png,50
622,Aymeric Laporte,29,14.0,Defender,https://media-3.api-sports.io/football/players/622.png,50
5,M. Akanji,28,25.0,Defender,https://media-3.api-sports.io/football/players/5.png,50
284230,R. Lewis,19,82.0,Defender,https://media-2.api-sports.io/football/players/284230.png,50
284356,S. Charles,20,,Defender,https://media-2.api-sports.io/football/players/284356.png,50
19130,K. Phillips,28,4.0,Midfielder,https://media-1.api-sports.io/football/players/19130.png,50
633,İ. Gündoğan,33,8.0,Midfielder,https://media-2.api-sports.io/football/players/633.png,50
19187,J. Grealish,28,10.0,Midfielder,https://media-2.api-sports.io/football/players/19187.png,50
44,Rodri,27,16.0,Midfielder,https://media-2.api-sports.io/football/players/44.png,50
629,K. De Bruyne,32,17.0,Midfielder,https://media-2.api-sports.io/football/players/629.png,50
636,Bernardo Silva,29,20.0,Midfielder,https://media-2.api-sports.io/football/players/636.png,50
23,Sergio Gómez,23,21.0,Midfielder,https://media-3.api-sports.io/football/players/23.png,50
288699,M. Perrone,20,32.0,Midfielder,https://media-2.api-sports.io/football/players/288699.png,50
631,P. Foden,23,47.0,Midfielder,https://media-2.api-sports.io/football/players/631.png,50
152982,C. Palmer,21,80.0,Midfielder,https://media-1.api-sports.io/football/players/152982.png,50
144733,B. Knight,21,96.0,Midfielder,https://media-3.api-sports.io/football/players/144733.png,50
288109,A. Robertson,20,,Midfielder,https://media-3.api-sports.io/football/players/288109.png,50
1100,E. Haaland,23,9.0,Attacker,https://media-3.api-sports.io/football/players/1100.png,50
6009,J. Álvarez,23,19.0,Attacker,https://media-1.api-sports.io/football/players/6009.png,50
635,R. Mahrez,32,26.0,Attacker,https://media-1.api-sports.io/football/players/635.png,50
18959,Robert Sánchez,26,1.0,Goalkeeper,https://media-3.api-sports.io/football/players/18959.png,51
18960,J. Steele,33,23.0,Goalkeeper,https://media-3.api-sports.io/football/players/18960.png,51
167663,T. McGill,23,38.0,Goalkeeper,https://media-2.api-sports.io/football/players/167663.png,51
138815,T. Lamptey,23,2.0,Defender,https://media-3.api-sports.io/football/players/138815.png,51
19265,A. Webster,28,4.0,Defender,https://media-1.api-sports.io/football/players/19265.png,51
18963,L. Dunk,32,5.0,Defender,https://media-1.api-sports.io/football/players/18963.png,51
152953,L. Colwill,20,6.0,Defender,https://media-3.api-sports.io/football/players/152953.png,51
38695,J. van Hecke,23,29.0,Defender,https://media-3.api-sports.io/football/players/38695.png,51
46731,P. Estupiñán,25,30.0,Defender,https://media-1.api-sports.io/football/players/46731.png,51
537,J. Veltman,31,34.0,Defender,https://media-3.api-sports.io/football/players/537.png,51
282254,O. Offiah,21,42.0,Defender,https://media-1.api-sports.io/football/players/282254.png,51
18973,S. March,29,7.0,Midfielder,https://media-3.api-sports.io/football/players/18973.png,51
6716,A. Mac Allister,25,10.0,Midfielder,https://media-3.api-sports.io/football/players/6716.png,51
18970,P. Groß,32,13.0,Midfielder,https://media-1.api-sports.io/football/players/18970.png,51
295,A. Lallana,35,14.0,Midfielder,https://media-1.api-sports.io/football/players/295.png,51
40911,J. Moder,24,15.0,Midfielder,https://media-1.api-sports.io/football/players/40911.png,51
70747,J. Enciso,19,20.0,Midfielder,https://media-3.api-sports.io/football/players/70747.png,51
106835,K. Mitoma,26,22.0,Midfielder,https://media-2.api-sports.io/football/players/106835.png,51
116117,M. Caicedo,22,25.0,Midfielder,https://media-3.api-sports.io/football/players/116117.png,51
265820,Y. Ayari,20,26.0,Midfielder,https://media-3.api-sports.io/football/players/265820.png,51
130423,B. Gilmour,22,27.0,Midfielder,https://media-2.api-sports.io/football/players/130423.png,51
311334,F. Buonanotte,19,40.0,Midfielder,https://media-1.api-sports.io/football/players/311334.png,51
137220,A. Moran,20,49.0,Midfielder,https://media-1.api-sports.io/football/players/137220.png,51
305730,J. Hinshelwood,18,71.0,Midfielder,https://media-2.api-sports.io/football/players/305730.png,51
296121,J. Hinchy,20,,Midfielder,https://media-2.api-sports.io/football/players/296121.png,51
216809,C. Peupion,21,,Midfielder,https://media-3.api-sports.io/football/players/216809.png,51
1469,D. Welbeck,33,18.0,Attacker,https://media-2.api-sports.io/football/players/1469.png,51
202086,J. Sarmiento,21,19.0,Attacker,https://media-1.api-sports.io/football/players/202086.png,51
26475,D. Undav,27,21.0,Attacker,https://media-1.api-sports.io/football/players/26475.png,51
129643,E. Ferguson,19,28.0,Attacker,https://media-3.api-sports.io/football/players/129643.png,51
18835,Guaita,36,13.0,Goalkeeper,https://media-1.api-sports.io/football/players/18835.png,52
19143,S. Johnstone,30,21.0,Goalkeeper,https://media-1.api-sports.io/football/players/19143.png,52
284549,J. Whitworth,19,41.0,Goalkeeper,https://media-2.api-sports.io/football/players/284549.png,52
284554,O.Goodman,20,63.0,Goalkeeper,https://media-3.api-sports.io/football/players/284554.png,52
18847,J. Ward,34,2.0,Defender,https://media-3.api-sports.io/football/players/18847.png,52
182201,T. Mitchell,24,3.0,Defender,https://media-2.api-sports.io/football/players/182201.png,52
18844,J. Tomkins,34,5.0,Defender,https://media-1.api-sports.io/football/players/18844.png,52
67971,M. Guéhi,23,6.0,Defender,https://media-3.api-sports.io/football/players/67971.png,52
2729,J. Andersen,27,16.0,Defender,https://media-2.api-sports.io/football/players/2729.png,52
18862,N. Clyne,32,17.0,Defender,https://media-2.api-sports.io/football/players/18862.png,52
126949,C. Richards,23,26.0,Defender,https://media-1.api-sports.io/football/players/126949.png,52
127605,N. Ferguson,23,36.0,Defender,https://media-1.api-sports.io/football/players/127605.png,52
18853,J. Riedewald,27,44.0,Defender,https://media-3.api-sports.io/football/players/18853.png,52
18852,L. Milivojević,32,4.0,Midfielder,https://media-1.api-sports.io/football/players/18852.png,52
19617,M. Olise,22,7.0,Midfielder,https://media-3.api-sports.io/football/players/19617.png,52
1427,A. Lokonga,24,8.0,Midfielder,https://media-1.api-sports.io/football/players/1427.png,52
19586,E. Eze,25,10.0,Midfielder,https://media-3.api-sports.io/football/players/19586.png,52
18843,J. Schlupp,31,15.0,Midfielder,https://media-3.api-sports.io/football/players/18843.png,52
18849,J. McArthur,36,18.0,Midfielder,https://media-3.api-sports.io/football/players/18849.png,52
18806,W. Hughes,28,19.0,Midfielder,https://media-3.api-sports.io/football/players/18806.png,52
3339,C. Doucouré,23,28.0,Midfielder,https://media-2.api-sports.io/football/players/3339.png,52
152418,N. Ahamada,21,29.0,Midfielder,https://media-3.api-sports.io/football/players/152418.png,52
106086,K. Balmer,23,43.0,Midfielder,https://media-3.api-sports.io/football/players/106086.png,52
284551,J. Wells-Morrison,19,47.0,Midfielder,https://media-2.api-sports.io/football/players/284551.png,52
304320,D. Ozoh,18,77.0,Midfielder,https://media-2.api-sports.io/football/players/304320.png,52
301295,K. Rodney,19,78.0,Midfielder,https://media-1.api-sports.io/football/players/301295.png,52
3428,J. Ayew,32,9.0,Attacker,https://media-3.api-sports.io/football/players/3428.png,52
3247,W. Zaha,31,11.0,Attacker,https://media-2.api-sports.io/football/players/3247.png,52
25927,J. Mateta,26,14.0,Attacker,https://media-2.api-sports.io/football/players/25927.png,52
1135,O. Édouard,25,22.0,Attacker,https://media-1.api-sports.io/football/players/1135.png,52
313636,Adler Nascimento,19,,Attacker,https://media-1.api-sports.io/football/players/313636.png,52
19465,David Raya,28,1.0,Goalkeeper,https://media-3.api-sports.io/football/players/19465.png,55
1835,T. Strakosha,28,22.0,Goalkeeper,https://media-3.api-sports.io/football/players/1835.png,55
278041,M. Cox,20,34.0,Goalkeeper,https://media-1.api-sports.io/football/players/278041.png,55
44871,A. Hickey,21,2.0,Defender,https://media-1.api-sports.io/football/players/44871.png,55
19346,R. Henry,26,3.0,Defender,https://media-3.api-sports.io/football/players/19346.png,55
19789,E. Pinnock,30,5.0,Defender,https://media-2.api-sports.io/football/players/19789.png,55
2731,M. Jørgensen,33,13.0,Defender,https://media-3.api-sports.io/football/players/2731.png,55
18917,B. Mee,34,16.0,Defender,https://media-2.api-sports.io/football/players/18917.png,55
19124,P. Jansson,32,18.0,Defender,https://media-3.api-sports.io/football/players/19124.png,55
1119,K. Ajer,25,20.0,Defender,https://media-3.api-sports.io/football/players/1119.png,55
15745,M. Rasmussen,24,30.0,Defender,https://media-3.api-sports.io/football/players/15745.png,55
191337,T. Crama,22,32.0,Defender,https://media-3.api-sports.io/football/players/191337.png,55
276263,F. Stevens,20,33.0,Defender,https://media-1.api-sports.io/football/players/276263.png,55
30407,C. Nørgaard,29,6.0,Midfielder,https://media-1.api-sports.io/football/players/30407.png,55
47438,M. Jensen,27,8.0,Midfielder,https://media-2.api-sports.io/football/players/47438.png,55
19362,J. Dasilva,25,10.0,Midfielder,https://media-2.api-sports.io/football/players/19362.png,55
15799,F. Onyeka,25,15.0,Midfielder,https://media-3.api-sports.io/football/players/15799.png,55
15908,M. Damsgaard,23,24.0,Midfielder,https://media-2.api-sports.io/football/players/15908.png,55
20110,S. Baptiste,25,26.0,Midfielder,https://media-1.api-sports.io/football/players/20110.png,55
25073,V. Janelt,25,27.0,Midfielder,https://media-2.api-sports.io/football/players/25073.png,55
382925,R. Trevitt,20,35.0,Midfielder,https://media-2.api-sports.io/football/players/382925.png,55
263538,E. Yarmolyuk,19,36.0,Midfielder,https://media-1.api-sports.io/football/players/263538.png,55
178077,K. Schade,22,9.0,Attacker,https://media-2.api-sports.io/football/players/178077.png,55
20649,Y. Wissa,27,11.0,Attacker,https://media-1.api-sports.io/football/players/20649.png,55
2699,S. Ghoddos,30,14.0,Attacker,https://media-1.api-sports.io/football/players/2699.png,55
19974,I. Toney,27,17.0,Attacker,https://media-3.api-sports.io/football/players/19974.png,55
20589,B. Mbeumo,24,19.0,Attacker,https://media-2.api-sports.io/football/players/20589.png,55
106725,K. Lewis-Potter,22,23.0,Attacker,https://media-2.api-sports.io/football/players/106725.png,55
284474,M. Olakigbe,19,38.0,Attacker,https://media-3.api-sports.io/football/players/284474.png,55
215873,A. Gilbert,22,,Attacker,https://media-1.api-sports.io/football/players/215873.png,55
153261,N. Young-Coombes,20,,Attacker,https://media-1.api-sports.io/football/players/153261.png,55
20619,I. Meslier,23,1.0,Goalkeeper,https://media-1.api-sports.io/football/players/20619.png,63
39105,K. Klaesson,23,13.0,Goalkeeper,https://media-3.api-sports.io/football/players/39105.png,63
1558,Joel Robles,33,22.0,Goalkeeper,https://media-2.api-sports.io/football/players/1558.png,63
278240,H. Christy,20,55.0,Goalkeeper,https://media-1.api-sports.io/football/players/278240.png,63
282903,D. van den Heuvel,20,,Goalkeeper,https://media-1.api-sports.io/football/players/282903.png,63
19116,L. Ayling,32,2.0,Defender,https://media-3.api-sports.io/football/players/19116.png,63
1564,Junior Firpo,27,3.0,Defender,https://media-1.api-sports.io/football/players/1564.png,63
26238,R. Koch,27,5.0,Defender,https://media-1.api-sports.io/football/players/26238.png,63
19118,L. Cooper,32,6.0,Defender,https://media-1.api-sports.io/football/players/19118.png,63
19126,S. Dallas,32,15.0,Defender,https://media-2.api-sports.io/football/players/19126.png,63
64003,P. Struijk,24,21.0,Defender,https://media-3.api-sports.io/football/players/64003.png,63
533,R. Kristensen,26,25.0,Defender,https://media-2.api-sports.io/football/players/533.png,63
296085,Diogo Monteiro,18,34.0,Defender,https://media-3.api-sports.io/football/players/296085.png,63
2048,M. Wöber,25,39.0,Defender,https://media-2.api-sports.io/football/players/2048.png,63
278242,J. Chilokoa-Mullen,19,62.0,Defender,https://media-1.api-sports.io/football/players/278242.png,63
334734,J. Debayo,18,,Defender,https://media-2.api-sports.io/football/players/334734.png,63
278235,K. Moore,20,,Defender,https://media-2.api-sports.io/football/players/278235.png,63
19127,A. Forshaw,32,4.0,Midfielder,https://media-2.api-sports.io/football/players/19127.png,63
50739,B. Aaronson,23,7.0,Midfielder,https://media-2.api-sports.io/football/players/50739.png,63
47341,Marc Roca,27,8.0,Midfielder,https://media-3.api-sports.io/football/players/47341.png,63
19128,J. Harrison,27,11.0,Midfielder,https://media-3.api-sports.io/football/players/19128.png,63
1150,T. Adams,24,12.0,Midfielder,https://media-2.api-sports.io/football/players/1150.png,63
282124,D. Gyabi,19,18.0,Midfielder,https://media-2.api-sports.io/football/players/282124.png,63
415,W. McKennie,25,28.0,Midfielder,https://media-3.api-sports.io/football/players/415.png,63
328089,A. Gray,17,63.0,Midfielder,https://media-3.api-sports.io/football/players/328089.png,63
131278,C. Allen,20,,Midfielder,https://media-2.api-sports.io/football/players/131278.png,63
273760,A. Miller,21,,Midfielder,https://media-3.api-sports.io/football/players/273760.png,63
289608,J. Snowdon,19,,Midfielder,https://media-2.api-sports.io/football/players/289608.png,63
19134,P. Bamford,30,9.0,Attacker,https://media-3.api-sports.io/football/players/19134.png,63
37724,C. Summerville,22,10.0,Attacker,https://media-2.api-sports.io/football/players/37724.png,63
284408,S. Perkins,19,16.0,Attacker,https://media-2.api-sports.io/football/players/284408.png,63
935,Rodrigo,32,19.0,Attacker,https://media-1.api-sports.io/football/players/935.png,63
37161,L. Sinisterra,24,23.0,Attacker,https://media-3.api-sports.io/football/players/37161.png,63
90590,G. Rutter,21,24.0,Attacker,https://media-2.api-sports.io/football/players/90590.png,63
162128,W. Gnonto,20,29.0,Attacker,https://media-2.api-sports.io/football/players/162128.png,63
153400,S. Greenwood,21,42.0,Attacker,https://media-2.api-sports.io/football/players/153400.png,63
313059,Mateo Joseph,20,49.0,Attacker,https://media-2.api-sports.io/football/players/313059.png,63
19599,E. Martínez,31,1.0,Goalkeeper,https://media-2.api-sports.io/football/players/19599.png,66
19174,J. Steer,31,12.0,Goalkeeper,https://media-3.api-sports.io/football/players/19174.png,66
766,R. Olsen,33,25.0,Goalkeeper,https://media-2.api-sports.io/football/players/766.png,66
169291,V. Sinisalo,22,38.0,Goalkeeper,https://media-3.api-sports.io/football/players/169291.png,66
148270,O. Zych,19,48.0,Goalkeeper,https://media-1.api-sports.io/football/players/148270.png,66
284390,J. Wright,19,64.0,Goalkeeper,https://media-3.api-sports.io/football/players/284390.png,66
19298,M. Cash,26,2.0,Defender,https://media-2.api-sports.io/football/players/19298.png,66
21090,Diego Carlos,30,3.0,Defender,https://media-2.api-sports.io/football/players/21090.png,66
19354,E. Konsa,26,4.0,Defender,https://media-2.api-sports.io/football/players/19354.png,66
19179,T. Mings,30,5.0,Defender,https://media-2.api-sports.io/football/players/19179.png,66
47547,Álex Moreno,30,15.0,Defender,https://media-1.api-sports.io/football/players/47547.png,66
19016,C. Chambers,28,16.0,Defender,https://media-2.api-sports.io/football/players/19016.png,66
894,A. Young,38,18.0,Defender,https://media-3.api-sports.io/football/players/894.png,66
2724,L. Digne,30,27.0,Defender,https://media-3.api-sports.io/football/players/2724.png,66
2922,L. Dendoncker,28,32.0,Defender,https://media-3.api-sports.io/football/players/2922.png,66
284523,S. Swinkels,19,50.0,Defender,https://media-2.api-sports.io/football/players/284523.png,66
278123,S. Revan,20,56.0,Defender,https://media-2.api-sports.io/football/players/278123.png,66
47522,Douglas Luiz,25,6.0,Midfielder,https://media-2.api-sports.io/football/players/47522.png,66
19191,J.  McGinn,29,7.0,Midfielder,https://media-3.api-sports.io/football/players/19191.png,66
19071,E. Buendía,27,10.0,Midfielder,https://media-3.api-sports.io/football/players/19071.png,66
147,Philippe Coutinho,31,23.0,Midfielder,https://media-1.api-sports.io/football/players/147.png,66
19192,J. Ramsey,22,41.0,Midfielder,https://media-3.api-sports.io/football/players/19192.png,66
1904,B. Kamara,24,44.0,Midfielder,https://media-3.api-sports.io/football/players/1904.png,66
671,B. Traoré,28,9.0,Attacker,https://media-3.api-sports.io/football/players/671.png,66
19366,O. Watkins,28,11.0,Attacker,https://media-2.api-sports.io/football/players/19366.png,66
13489,J. Durán,20,22.0,Attacker,https://media-1.api-sports.io/football/players/13489.png,66
983,L. Bailey,26,31.0,Attacker,https://media-2.api-sports.io/football/players/983.png,66
312260,K. Young,17,72.0,Attacker,https://media-2.api-sports.io/football/players/312260.png,66
19061,T. Krul,35,1.0,Goalkeeper,https://media-3.api-sports.io/football/players/19061.png,71
18933,A. Gunn,27,28.0,Goalkeeper,https://media-2.api-sports.io/football/players/18933.png,71
19062,M. McGovern,39,33.0,Goalkeeper,https://media-1.api-sports.io/football/players/19062.png,71
19070,M. Aarons,23,2.0,Defender,https://media-2.api-sports.io/football/players/19070.png,71
19287,S. Byram,30,3.0,Defender,https://media-1.api-sports.io/football/players/19287.png,71
147835,A. Omobamidele,21,4.0,Defender,https://media-3.api-sports.io/football/players/147835.png,71
19066,G. Hanley,32,5.0,Defender,https://media-2.api-sports.io/football/players/19066.png,71
18914,B. Gibson,30,6.0,Defender,https://media-3.api-sports.io/football/players/18914.png,71
19989,S. McCallum,23,15.0,Defender,https://media-2.api-sports.io/football/players/19989.png,71
2360,D. Giannoulis,28,30.0,Defender,https://media-2.api-sports.io/football/players/2360.png,71
284564,B. Hills,19,44.0,Defender,https://media-2.api-sports.io/football/players/284564.png,71
18899,I. Hayden,28,8.0,Midfielder,https://media-2.api-sports.io/football/players/18899.png,71
19100,K. Dowell,26,10.0,Midfielder,https://media-1.api-sports.io/football/players/19100.png,71
80552,Gabriel Sara,24,17.0,Midfielder,https://media-2.api-sports.io/football/players/80552.png,71
15832,J. Sørensen,25,19.0,Midfielder,https://media-1.api-sports.io/football/players/15832.png,71
19077,K. McLean,31,23.0,Midfielder,https://media-1.api-sports.io/football/players/19077.png,71
19074,O. Hernández,30,25.0,Midfielder,https://media-3.api-sports.io/football/players/19074.png,71
195121,M. Núñez,23,26.0,Midfielder,https://media-2.api-sports.io/football/players/195121.png,71
171034,L. Gibbs,21,46.0,Midfielder,https://media-1.api-sports.io/football/players/171034.png,71
40774,P. Płacheta,25,,Midfielder,https://media-1.api-sports.io/football/players/40774.png,71
130417,A. Idah,22,11.0,Attacker,https://media-1.api-sports.io/football/players/130417.png,71
311520,Marquinhos,20,13.0,Attacker,https://media-2.api-sports.io/football/players/311520.png,71
161800,C. Tzolis,21,18.0,Attacker,https://media-1.api-sports.io/football/players/161800.png,71
19085,T. Pukki,33,22.0,Attacker,https://media-2.api-sports.io/football/players/19085.png,71
25332,J. Sargent,23,24.0,Attacker,https://media-1.api-sports.io/football/players/25332.png,71
278095,J. Rowe,20,27.0,Attacker,https://media-2.api-sports.io/football/players/278095.png,71
284441,A. Kamara,20,41.0,Attacker,https://media-1.api-sports.io/football/players/284441.png,71
